2007-08-09,1,78.1,104,0,0,0,4.25,120,23.04,90,25.95,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
2007-08-20,1,75,102.9,0,0,0,10.51,230,19.91,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-08-26,1,72,98.1,0.06,0,0,6.04,10,21.03,10,29.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2007-08-29,1,73,93,0,0,0,6.49,100,12.08,150,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-09-03,1,59,91,0,0,0,3.36,90,10.07,130,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-09-05,1,66,96.1,0,0,0,4.25,170,10.07,170,17.9,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2007-09-09,1,60.1,95,0,0,0,3.58,20,12.08,10,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-09-15,1,61,82,0,0,0,5.59,50,16.11,360,21.92,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
2007-09-23,1,66,91.9,0,0,0,4.47,110,12.97,80,17,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
2007-09-24,1,64.9,86,0,0,0,5.59,50,12.08,50,14.99,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2007-09-26,1,63,89.1,0,0,0,5.82,170,12.08,170,14.99,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-10-09,1,66,93.9,0,0,0,4.7,270,10.07,300,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-10-18,1,63,84.9,0.04,0,0,5.14,230,12.97,170,16.11,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2007-10-31,1,37.9,73.9,0,0,0,1.79,140,8.95,170,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-11-03,1,39.9,66,0,0,0,5.37,20,14.99,20,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-11-07,1,30,55,0,0,0,3.8,40,12.97,20,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-11-09,1,34,61,0,0,0,4.25,210,12.08,230,14.99,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-11-16,1,34,51.1,0,0,0,6.26,290,17,320,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-11-19,1,46,61,0,0,0,3.13,10,8.95,40,12.97,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-11-21,1,46.9,78.1,0,0,0,7.61,230,21.03,220,25.05,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-11-25,1,36,48.9,0.06,0,0,3.13,90,10.07,100,14.99,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2007-11-29,1,36,63,0,0,0,3.36,260,12.08,230,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-12-02,1,33.1,54,0,0,0,5.82,230,14.99,220,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-12-04,1,36,45,0,0,0,5.82,270,16.11,280,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-12-13,1,54,75.9,0.01,0,0,9.17,220,23.94,230,29.08,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2007-12-17,3,28,44.1,0,0,0,6.26,270,14.99,280,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2007-12-23,3,46.9,66.9,0.16,0,0,10.74,220,25.05,220,29.97,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2007-12-27,3,36,57.9,0,0,0,3.58,220,14.09,220,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-01-03,3,19.9,35.1,0,0,0,4.47,330,12.08,310,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-01-08,3,50,73,0,0,0,8.5,210,16.11,210,21.03,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-01-11,3,48.9,68,0,0,0,13.42,220,29.97,220,38.03,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-01-25,3,21,39,0,0,0,3.8,340,14.09,340,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-01-29,3,37,64,0,0,0,13.42,220,23.94,230,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-02-01,3,36,60.1,0.83,0,0,8.5,330,25.95,210,35.12,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2008-02-06,3,61,77,0,0,0,19.01,220,33.11,230,40.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-02-07,3,43,66,0,0,0,8.05,230,25.95,240,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-02-11,3,27,46.9,0,0,0,4.92,20,12.08,320,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-02-12,3,30,62.1,0.28,0,0,6.04,240,27.96,240,34.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No
2008-02-18,3,45,73,0.29,0,0,14.54,230,31.09,240,36.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-02-19,3,30.9,55,0,0,0,8.72,250,23.04,220,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-02-25,3,35.1,61,0.01,0,0,4.25,240,12.08,240,14.99,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
2008-02-28,3,21.9,43,0,0,0,5.82,260,17,260,21.92,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2008-03-01,3,39.9,64.9,0,0,0,9.84,270,21.92,270,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-03-12,3,44.1,68,0,0,0,5.14,280,17,260,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-03-25,3,28.9,57.9,0,0,0,6.26,220,17,210,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-04-02,3,51.1,66,0,0,0,9.17,110,17,90,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-04-10,3,48,78.1,0,0,0,4.03,170,14.09,170,16.11,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2008-04-19,3,54,82,0,0,0,11.18,170,19.91,180,25.05,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2008-04-22,3,55.9,71.1,0.23,0,0,11.41,40,23.04,30,27.96,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2008-04-24,3,51.1,80.1,0,0,0,2.46,90,12.08,120,16.11,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-04-26,3,60.1,87.1,0,0,0,9.62,220,19.91,230,23.04,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-05-05,3,55,73,0,0,0,6.71,40,14.99,30,17.9,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-05-14,3,44.1,73.9,0,0,0,6.26,230,16.11,220,21.92,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2008-05-20,3,57.9,82.9,0.43,0,0,10.51,230,25.05,220,31.99,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2008-05-22,3,48,78.1,0,0,0,4.03,230,16.11,280,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-05-23,3,52,79,0,0,0,4.7,70,10.07,100,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-06-01,3,64.9,91,0.14,0,0,4.92,350,21.92,330,31.09,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
2008-06-05,3,75.9,96.1,0,0,0,5.82,220,17,230,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
2008-06-07,3,73.9,100,0,0,0,5.59,230,16.11,220,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-06-14,3,69.1,96.1,0.01,0,0,7.61,200,17.9,170,23.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2008-06-21,3,66,88,1.18,0,0,4.47,50,23.04,50,27.96,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2008-06-22,3,64.9,87.1,0.93,0,0,6.93,200,23.04,200,29.97,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
2008-06-27,3,71.1,96.1,0,0,0,7.83,220,17.9,220,21.92,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No
2008-06-29,3,69.1,95,0.82,0,0,11.41,230,25.05,230,29.08,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2008-07-07,3,69.1,87.1,0,0,0,9.4,230,17,220,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-07-09,3,70,90,0.97,0,0,10.51,300,23.04,300,36.01,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2008-07-13,3,68,91,0,0,0,5.14,180,14.09,160,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-07-17,3,64,89.1,0,0,0,5.37,50,14.99,100,19.91,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2008-07-19,3,70,90,0.76,0,0,3.36,150,19.91,130,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2008-07-29,3,72,91.9,0,0,0,6.26,230,14.09,220,16.11,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2008-07-30,3,75,93,0,0,0,7.61,230,17,240,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
2008-08-13,3,61,73.9,0.11,0,0,3.8,130,14.09,130,16.11,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No
2008-08-17,3,64.9,84.9,0,0,0,2.46,170,14.99,130,17,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
2008-08-22,3,64,88,0,0,0,9.4,90,17,110,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-08-29,3,70,89.1,0,0,0,3.58,120,10.07,140,14.99,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
2008-09-04,3,64,90,0,0,0,4.47,170,10.07,180,14.09,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2008-09-13,3,72,91,0,0,0,6.26,240,14.09,230,17,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-09-15,3,73,86,0,0,0,5.59,220,14.09,360,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2008-09-17,3,60.1,73.9,0,0,0,3.8,30,10.07,50,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-09-24,3,53.1,70,0,0,0,12.3,40,23.04,20,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-09-26,3,63,81,0.96,0,0,10.07,30,21.92,30,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2008-10-10,3,64.9,73,0.02,0,0,6.71,50,16.11,40,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2008-10-11,3,60.1,71.1,0,0,0,9.62,40,14.99,50,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-10-14,3,48.9,84.9,0,0,0,1.12,230,10.07,230,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-10-16,3,55.9,84.9,0,0,0,2.24,220,12.08,240,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-10-20,3,35.1,66.9,0,0,0,2.24,220,10.07,220,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-10-26,3,44.1,70,0,0,0,3.13,230,12.08,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-11-05,3,52,68,0,0,0,6.93,40,14.99,30,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-11-07,3,46.9,80.1,0,0,0,4.03,230,14.99,220,17.9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-11-10,3,34,61,0,0,0,1.79,270,12.08,260,17,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
2008-11-15,3,51.1,75.9,0.62,0,0,14.54,220,29.97,240,36.01,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2008-11-22,2,21,46,0,0,0,3.13,270,12.97,330,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-11-24,2,28,55,0.19,0,0,6.04,220,16.11,220,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2008-12-10,2,61,70,0.07,0,0,10.51,170,17.9,170,21.92,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
2008-12-17,2,44.1,57.9,0,0,0,4.47,230,14.09,240,14.99,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2008-12-19,4,54,71.1,0,0,0,10.74,230,31.99,220,36.91,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
2008-12-23,4,21.9,44.1,0,0,0,4.7,180,14.99,170,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-01-06,4,43,57,0.9,0,0,6.04,90,16.11,100,21.03,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
2009-01-17,2,10.9,36,0,0,0,5.82,200,14.09,180,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-01-20,2,23,35.1,0.19,3.5,2.01,6.71,30,19.91,30,25.95,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
2009-01-26,2,33.1,46.9,0,0,0,3.58,100,10.07,100,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-02-06,4,19.9,55,0,0,0,5.82,220,17,220,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-02-09,4,39.9,66,0,0,0,6.04,100,14.09,120,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-02-15,4,34,54,0,0,0,4.7,30,14.09,40,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-02-16,2,30.9,46,0,0,0,7.38,60,16.11,50,21.03,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
2009-02-28,2,37.9,57.9,0.72,0,0,9.62,70,21.03,80,25.05,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
2009-03-01,2,35.1,37.9,1.38,0,0,12.75,50,23.04,40,27.96,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
2009-03-04,4,19.9,50,0,0,0,2.91,220,14.09,220,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-03-14,4,39,44.1,0.73,0,0,4.92,50,14.09,60,16.11,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
2009-03-17,4,43,62.1,0,0,0,7.38,40,14.99,20,19.91,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
2009-03-25,2,42.1,48.9,0.01,0,0,4.7,130,12.97,110,16.11,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
2009-03-27,2,57,68,0.62,0,0,3.36,170,14.09,180,16.11,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
2009-04-05,2,44.1,82.9,0,0,0,8.5,210,23.04,200,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-04-07,2,41,51.1,0,0,0,10.07,260,21.92,280,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-04-14,2,55.9,73,0.12,0,0,7.61,210,14.99,200,17,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
2009-04-19,4,53.1,73,0,0,0,8.5,230,21.03,240,25.05,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2009-04-20,4,59,79,0.36,0,0,10.29,220,23.94,200,29.08,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2009-05-11,4,48,68,0.07,0,0,6.49,50,17,20,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2009-05-12,2,46.9,75.9,0,0,0,3.36,20,14.09,30,19.91,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
2009-05-14,2,60.1,82,0,0,0,7.16,170,16.11,180,21.92,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2009-05-23,2,61,84.9,0,0,0,5.59,180,14.99,170,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-05-26,4,69.1,82,0.69,0,0,6.49,130,17,130,21.92,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
2009-06-20,4,73.9,96.1,0,0,0,7.61,270,16.11,290,23.94,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
2009-06-27,4,71.1,93.9,0,0,0,5.59,40,14.99,40,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-06-30,2,64,95,0,0,0,4.92,240,19.91,250,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-07-06,2,70,82.9,0.12,0,0,5.14,40,12.08,40,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
2009-07-09,2,69.1,87.1,0,0,0,6.93,90,14.09,80,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-07-10,4,66,84,0,0,0,4.7,90,8.05,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-07-23,4,72,93,0,0,0,5.59,210,14.99,200,21.92,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2009-07-29,4,72,91.9,0.28,0,0,10.29,230,31.09,240,40.04,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2009-07-30,2,73.9,95,0.06,0,0,8.28,210,23.94,210,34.9,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
2009-08-02,2,73.9,82.9,0.27,0,0,8.95,230,16.11,230,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
2009-08-05,2,72,96.1,0.18,0,0,5.82,230,17.9,230,23.94,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2009-08-07,4,68,88,0,0,0,3.36,180,14.09,180,14.99,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2009-08-09,4,70,99,0,0,0,7.61,220,23.04,210,34.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-08-12,4,71.1,84,0.03,0,0,2.24,30,12.08,30,19.91,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
2009-08-24,2,68,87.1,0,0,0,3.8,40,12.97,50,16.11,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-08-27,2,70,93.9,0,0,0,4.7,230,12.08,90,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-09-06,2,63,87.1,0,0,0,6.26,100,19.91,90,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-09-07,4,63,79,0.57,0,0,7.38,50,17.9,40,21.92,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
2009-09-08,4,68,80.1,0,0,0,8.05,30,17,30,23.94,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2009-09-13,4,59,82,0,0,0,4.25,50,12.97,10,21.92,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-09-14,2,57,87.1,0,0,0,2.01,90,12.08,120,16.11,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
2009-09-18,2,64.9,77,0,0,0,2.01,110,10.07,130,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2009-09-19,2,62.1,81,0,0,0,5.59,90,14.99,80,21.03,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
